symbol,timestamp_ms,level_type,level_identity,side,level_price,signal_close,penetration_atr,entry,return_5m_bps,mfe_5m_bps,mae_5m_bps,return_15m_bps,mfe_15m_bps,mae_15m_bps,return_60m_bps,mfe_60m_bps,mae_60m_bps
BTCUSDT,1735689960000,session_vwap,20089,short,93609.18001110565,93601.8,0.6346920705409742,93601.8,13.835204023854297,15.686660560354504,0.06410133138290419,-16.367206613547847,16.136798964163646,29.37977688463267,-31.36691815755599,16.136798964163646,91.46191633066847
BTCUSDT,1735690440000,session_vwap,20089,long,93545.6894244685,93623.1,0.544213338507799,93623.1,14.846763245395245,21.20203240439489,4.220825016350016,10.350009773227864,27.09801320400551,4.220825016350016,50.276053666242774,89.1660284694673,4.220825016350016
BTCUSDT,1735693680000,session_vwap,20089,long,93941.72771481227,93943.8,0.30665064182672874,93943.8,14.838658857740938,20.331304460752264,3.993342299717373,-13.880639275822837,20.331304460752264,14.26287176207186,-31.699803499539712,20.331304460752264,43.458598869114965
BTCUSDT,1735694220000,session_vwap,20089,short,93950.2011459545,93939.4,0.25192675769992984,93939.4,0.7558064028501121,2.736554943527647,2.533548223642157,3.4170965537350106,16.249586829730767,2.533548223642157,28.678062665931094,42.988198290947466,2.533548223642157
BTCUSDT,1735699380000,session_vwap,20089,short,93887.65559750822,93859.8,0.27229092113135406,93859.8,-4.847655758908331,0.010654199833481925,8.001295549318055,-18.591558899549998,0.010654199833481925,21.329685339197546,1.406352879507189,14.329077999051254,22.043515967431482
BTCUSDT,1735699560000,session_vwap,20089,long,93887.61254210354,93899.7,0.5123968318505693,93899.7,7.476062223841229,7.476062223841229,0.8307425880182961,3.674133144195846,17.784934350162374,0.8307425880182961,-8.37063377199243,17.784934350162374,18.586190524456647
BTCUSDT,1735701360000,session_vwap,20089,short,93894.45827531753,93859.4,0.47140461516997045,93859.4,6.946560493674703,14.286400179246428,0.010654233886242537,6.307306460514583,14.286400179246428,0.010654233886242537,18.932573615428883,22.959194570097985,0.5753286298459948
BTCUSDT,1735709460000,session_vwap,20089,short,93838.85713556154,93823.8,0.35817703377360754,93823.8,-0.14921587059957275,2.558640849981142,1.8332235530849061,2.9630008590575407,7.412993324038553,2.4300870354854176,28.56418094342783,29.139123816690482,2.4300870354854176
BTCUSDT,1735710180000,session_vwap,20089,long,93838.43095267081,93840.9,0.6818858871859869,93840.9,-3.921531016858326,0.01065633428609658,4.786984519595805,-9.580044522163877,0.01065633428609658,9.695999999999039,-23.966095806838837,0.01065633428609658,34.68906556596929
BTCUSDT,1735731900000,session_vwap,20089,long,93590.9501525609,93640.0,0.6099254556950076,93640.0,-15.538231524989676,3.7163605296886004,18.820060322626286,-26.324220418624257,3.7163605296886004,28.11169714331596,8.85305425031957,34.333618111916934,30.93693492959959
BTCUSDT,1735732020000,session_vwap,20089,short,93591.40415731937,93572.9,0.6931421535773432,93572.9,11.74485347787635,14.373074939049157,0.7908272587475729,22.94467735850847,23.74902518660793,0.7908272587475729,-12.118893397554675,23.74902518660793,41.52911793906311
BTCUSDT,1735734000000,session_vwap,20089,short,93584.93983612252,93576.3,0.6157242538336376,93576.3,-20.26154058238916,2.2553529894664415,26.897836311117196,-15.420571234383562,2.2553529894664415,41.16426915789617,-7.929358181504309,2.2553529894664415,41.16426915789617
BTCUSDT,1735734060000,session_vwap,20089,long,93584.90857524096,93620.7,0.5960231440948623,93620.7,15.391895168483938,22.142538989775584,0.5768287876017908,16.90865374858408,36.40220592240784,0.5768287876017908,-2.296500667052781,36.40220592240784,6.284609440381228
BTCUSDT,1735737240000,session_vwap,20089,long,93601.68281941339,93616.7,0.03341677100618888,93616.7,3.760012903679666,9.485487097922185,5.857084988654115,7.637526210602097,16.012100405162766,5.857084988654115,61.77316653973142,86.86484355889368,5.857084988654115
BTCUSDT,1735737900000,session_vwap,20089,short,93601.93797898944,93596.4,0.41337698846915727,93596.4,-17.393831386678382,0.0,18.18446008607255,-15.7377847865936,0.0,27.992529627207663,-45.728254505514876,0.0,89.05257039800718
BTCUSDT,1735741860000,session_vwap,20089,long,93669.15308846466,93782.2,0.08091525074653698,93782.2,32.3622179901939,35.4225002185915,19.01624072424113,19.108103669993604,35.4225002185915,19.01624072424113,37.341840989013605,49.32705779988167,19.01624072424113
BTCUSDT,1735747080000,confirmed_1h_swing_high,1735689600000,short,94457.9,94413.2,0.38072595035650375,94413.2,10.941266687285456,16.9968064676973,6.058474874275355,19.668859862815857,20.983808396706216,6.058474874275355,36.424991420690446,55.521296299254615,6.058474874275355
BTCUSDT,1735751940000,session_vwap,20089,long,93744.6933966625,93770.0,0.31257053260928164,93770.0,13.959688599765041,16.284525967793506,0.42659386131349564,22.491201876932987,24.05886744161201,0.42659386131349564,35.13917031033431,42.08168923963029,0.42659386131349564
BTCUSDT,1735776060000,session_vwap,20090,short,94585.31905051273,94559.3,0.15965005251885664,94559.3,4.3782049994034455,14.997188027245922,0.5604948429183132,9.623590699169293,14.997188027245922,0.7614269564171217,-81.10254623289181,23.25633162638674,91.70964675076831
BTCUSDT,1735776360000,session_vwap,20090,long,94501.01218790413,94517.9,0.5384801973464097,94517.9,-7.05686436114239,5.141883177683937,7.061847811355992,-4.03098249114664,5.141883177683937,18.867944528242475,93.31565766907745,96.12993940830262,18.867944528242475
BTCUSDT,1735777560000,previous_day_high,20089,short,95158.4,95011.3,0.2708103826024472,95011.3,22.41838602355717,34.376854818780615,2.483915071154197,-9.567283049489728,34.376854818780615,15.113991704143181,-10.651364627154436,34.376854818780615,53.088422114000444
BTCUSDT,1735777560000,confirmed_1h_swing_high,1735765200000,short,95158.4,95011.3,0.2708103826024472,95011.3,22.41838602355717,34.376854818780615,2.483915071154197,-9.567283049489728,34.376854818780615,15.113991704143181,-10.651364627154436,34.376854818780615,53.088422114000444
BTCUSDT,1735781040000,session_vwap,20090,long,95046.00814036519,95049.6,0.6439429548644408,95049.6,1.1467696865641308,10.983739016259264,1.02062396951208,-4.355620644380664,10.983739016259264,38.09316614724834,-8.9532202134468,10.983739016259264,38.09316614724834
BTCUSDT,1735781400000,session_vwap,20090,short,95047.01409879397,94999.7,0.1830927008601155,94999.7,23.13691516920624,32.82327706837896,0.0,1.852637429380355,32.82327706837896,4.989489440494488,7.094759246607518,32.82327706837896,13.50530580622955
BTCUSDT,1735783620000,session_vwap,20090,short,95012.1198728598,95004.2,0.12829056448175377,95004.2,-2.726195262947595,2.5163112771808827,12.188934804988616,2.705143562073964,19.817267706079278,12.188934804988616,0.09473265392467844,20.324538689926452,29.661846528890035
BTCUSDT,1735783740000,session_vwap,20090,long,95011.99258504146,95021.0,0.2962452027241104,95021.0,-2.736237252818352,10.418749539575778,2.736986157165777,-5.946054030161463,10.418749539575778,21.589114951754418,-5.546142431672729,27.88857199987449,22.096475638504476
BTCUSDT,1735785420000,session_vwap,20090,short,95009.60060543846,94979.1,0.5917992610715902,94979.1,-5.201144251734124,1.010850852116718,11.044535060871219,-15.24545926419485,1.010850852116718,18.604092900438296,0.03158589626628405,5.498968153390127,32.31237187970804
